index,name,layer,pos_x,pos_y,pos_z,rotation,value,tilt,height,thickness,style,width_ratio,degree,length,end_x,end_y,end_z,delta_x,delta_y,delta_z,start_x,start_y,start_z,pos_x1,pos_y1,pos_z1,width,minor_radius,minor_vector_x,minor_vector_y,minor_vector_z,area,radius_ratio,start_degree,major_radius,major_vector_x,major_vector_y,major_vector_z,centor_point_x,centor_point_y,centor_point_z,close,global_width,associative,radius,total_angle
1,Line,TSZ-1,,,,,,,,0,,,350,6500,122705.7728,53482.6216,0,6400.3866,-1133.6013,0,116305.3862,54616.2229,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,260,6999.9947,113841.7977,46440.5804,0,-1220.8005,-6892.7188,0,115062.5981,53333.2991,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,350,6500,122709.2608,53502.3151,0,6400.3866,-1133.6013,0,116308.8742,54635.9164,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,260,5200,101814.4604,57203.0874,0,-906.881,-5120.3092,0,102721.3414,62323.3966,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,260,6200,101254.6163,56794.462,0,-1081.2812,-6104.9841,0,102335.8976,62899.4461,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,260,5200,101834.1539,57199.5994,0,-906.881,-5120.3092,0,102741.0349,62319.9086,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,350,21200,123619.6298,58642.3179,0,20875.1069,-3697.2843,0,102744.5229,62339.6021,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,350,6500,122622.0607,53009.9777,0,6400.3865,-1133.6013,0,116221.6741,54143.579,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,350,21700,123703.3419,59114.9618,0,21367.4444,-3784.4844,0,102335.8976,62899.4461,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,350,7000,108147.3403,55573.6606,0,6892.724,-1220.8014,0,101254.6163,56794.462,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,350,6500,108234.5404,56065.9981,0,6400.3866,-1133.6013,0,101834.1539,57199.5994,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,350,21200,123616.1418,58622.6244,0,20875.1069,-3697.2843,0,102741.0349,62319.9086,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,350,5200,113433.1723,47000.4244,0,5120.3092,-906.881,0,108312.8631,47907.3054,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,350,6200,113841.7977,46440.5804,0,6104.9841,-1081.2812,0,107736.8136,47521.8616,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,350,5200,113436.6603,47020.1179,0,5120.3092,-906.881,0,108316.3511,47926.9989,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,260,6500,108296.6576,47930.4869,0,-1133.6013,-6400.3866,0,109430.2589,54330.8735,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,350,6500,108231.0524,56046.3046,0,6400.3866,-1133.6013,0,101830.6659,57179.9059,0,,,,,,,,,,,,,,,,,,,,,,,
2,Point,0,92334.2887,69588.0798,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Line,0,,,,,,,,0,,,81,5953.8828,110968.8215,100682.6672,0,938.4339,5879.4611,0,110030.3876,94803.2061,0,,,,,,,,,,,,,,,,,,,,,,,
2,Hatch,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,
2,Line,TSZ,,,,,,,,0,,,270,2600,115934.2887,75588.0798,0,0,-2600,0,115934.2887,78188.0798,0,,,,,,,,,,,,,,,,,,,,,,,
2,Line,TSZ,,,,,,,,0,,,90,2600,98734.2887,79188.0798,0,0,2600,0,98734.2887,76588.0798,0,,,,,,,,,,,,,,,,,,,,,,,
2,Line,TSZ,,,,,,,,0,,,270,2600,107834.2887,75588.0798,0,0,-2600,0,107834.2887,78188.0798,0,,,,,,,,,,,,,,,,,,,,,,,
2,Line,TSZ,,,,,,,,0,,,90,2600,106834.2887,79188.0798,0,0,2600,0,106834.2887,76588.0798,0,,,,,,,,,,,,,,,,,,,,,,,
3,Line,0,,,,,,,,0,,,0,6133.937,65224.364,31192.5338,0,6133.937,0,0,59090.4271,31192.5338,0,,,,,,,,,,,,,,,,,,,,,,,
4,PolyLine,PAINT,,,,,,,,0,,,,3500,,,,,,,,,,,,,,,,,,0,,,,,,,,,,FALSE,300,,,
13,PolyLine,PAINT,,,,,,,,0,,,,2000,,,,,,,,,,,,,,,,,,0,,,,,,,,,,FALSE,500,,,
28,PolyLine,PAINT,,,,,,,,0,,,,2000,,,,,,,,,,,,,,,,,,0,,,,,,,,,,FALSE,500,,,
