계수,이름,단위 비율,도면 리비전 번호,도면층,마지막 파일 저장자,블록 단위,색상,선가중치,선종류,선종류 축척,위치 X,위치 Y,위치 Z,작성자,제목,주석,주제,총 편집 시간,축척 X,축척 Y,축척 Z,키워드,파일 수정,파일 액세스됨,파일 위치,파일 이름,파일 작성됨,파일 크기,플롯 스타일,하이퍼링크,하이퍼링크 기본,회전,EdgeStyleId,FaceStyleId,VisualStyleId,값,기울기,높이,두께,스타일,폭 비율,각도,길이,끝 X,끝 Y,끝 Z,델타 X,델타 Y,델타 Z,시작 X,시작 Y,시작 Z,재료,내용,위치 X1,위치 Y1,위치 Z1,폭,ContentsRTF,ShowBorders,단축 반지름,단축 벡터 X,단축 벡터 Y,단축 벡터 Z,면적,반지름 비율,시작 각도,장축 반지름,장축 벡터 X,장축 벡터 Y,장축 벡터 Z,중심점 X,중심점 Y,중심점 Z,닫기,전역 폭,각도1,간격,연관,원점 X,원점 Y,유형,이중,축척,패턴 이름,BackgroundColor,반지름,전체 각도
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,270,2300.0000,49242.9451,41974.2353,0.0000,0.0000,-2300.0000,0.0000,49242.9451,44274.2353,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,해치,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552000.0000,,,,,,,,,,,,0,1.0000,True,0.0000,0.0000,미리 정의,False,1.0000,SOLID,,,
1,폴리선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,7610.2407,,,,,,,,,,ByLayer,,,,,,,,,,,,1051504.0064,,,,,,,,,,True,0.0000,,,,,,,,,,,,
1,해치,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492757.7151,,,,,,,,,,,,0,1.0000,False,0.0000,0.0000,미리 정의,False,1.0000,SOLID,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,180,6473.9436,42689.0015,42374.2353,0.0000,-6473.9436,0.0000,0.0000,49162.9451,42374.2353,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,0,240.0000,48892.9451,44274.2353,0.0000,240.0000,0.0000,0.0000,48652.9451,44274.2353,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,90,2300.0000,48652.9451,44274.2353,0.0000,0.0000,2300.0000,0.0000,48652.9451,41974.2353,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,180,240.0000,48652.9451,41974.2353,0.0000,-240.0000,0.0000,0.0000,48892.9451,41974.2353,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,270,2300.0000,48892.9451,41974.2353,0.0000,0.0000,-2300.0000,0.0000,48892.9451,44274.2353,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,해치,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6072000.0001,,,,,,,,,,,,0,1.0000,False,0.0000,0.0000,미리 정의,False,1.0000,SOLID,,,
1,선,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,206,12754.8088,61408.7374,36407.5261,0.0000,-11464.8691,-5589.4476,0.0000,72873.6064,41996.9737,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,90,1500.0000,65224.3640,31692.5338,0.0000,0.0000,1500.0000,0.0000,65224.3640,30192.5338,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST,joobs,,ByLayer,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,0,4200.0000,106264.7209,54746.5860,0.0000,4200.0000,0.0000,0.0000,102064.7209,54746.5860,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,124,901.3878,65224.3640,31692.5338,0.0000,-500.0000,750.0000,0.0000,65724.3640,30942.5338,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,여러 줄 문자,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,180,(0),(0),(0),,,,,,,,,,,,,,,,,,ByLayer,\A1;{\fDotum|b0|i0|c129|p50;기어변속},79850.9206,29780.0036,0.0000,18065.7029,{\rtf1\ansi{\fonttbl{\f0\fnil\fcharset129 System;}{\f1\fmodern\fprq2\fcharset129 \'B5\'B8\'BF\'F2;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 {\f1 \b0 \i0 \u44592?\u50612?\u48320?\u49549?}\par },False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST,joobs,,ByLayer,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,270,13440.0001,106264.7209,41306.5860,0.0000,0.0000,-13440.0001,0.0000,106264.7209,54746.5860,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,타원,,,ZST-1,joobs,,ByLayer,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,,,,,,,,,,,,,,,,,,,,,,,1010.0000,-714.1778,-714.1778,0.0000,291134.6645,1.0000,135,1010.0000,-714.1778,714.1778,0.0000,101414.7209,50596.5860,0.0000,,,,,,,,,,,,,,
1,문자,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,79453.2887,50399.2353,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,0,(0),(0),(0),24740,0,1164.0000,0.0000,Standard,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,문자,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,75823.2887,47665.2353,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,0,(0),(0),(0),12487,0,770.0000,0.0000,Standard,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,81,6983.6562,123968.5296,99649.9827,0.0000,1100.7439,6896.3625,0.0000,122867.7858,92753.6201,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,81,6953.9296,111126.4460,101670.2137,0.0000,1096.0585,6867.0076,0.0000,110030.3876,94803.2061,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,81,6983.0163,123968.2819,99649.3743,0.0000,1100.6430,6895.7307,0.0000,122867.6389,92753.6436,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,81,6962.9603,111127.8694,101679.1315,0.0000,1097.4818,6875.9254,0.0000,110030.3876,94803.2061,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,여러 줄 문자,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,270,(0),(0),(0),,,,,,,,,,,,,,,,,,ByLayer,{\fDotum|b0|i0|c129|p50;종료},129956.7672,83756.5195,0.0000,50649.5744,{\rtf1\ansi{\fonttbl{\f0\fnil\fcharset129 System;}{\f1\fmodern\fprq2\fcharset129 \'B5\'B8\'BF\'F2;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 {\f1 \b0 \i0 \u51333?\u47308?}\par },False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,여러 줄 문자,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,270,(0),(0),(0),,,,,,,,,,,,,,,,,,ByLayer,{\fDotum|b0|i0|c129|p50;종료},130008.8971,87175.7252,0.0000,50649.5744,{\rtf1\ansi{\fonttbl{\f0\fnil\fcharset129 System;}{\f1\fmodern\fprq2\fcharset129 \'B5\'B8\'BF\'F2;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 {\f1 \b0 \i0 \u51333?\u47308?}\par },False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,폴리선,,,PAINT,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,7000.0179,,,,,,,,,,ByLayer,,,,,,,,,,,,0.0000,,,,,,,,,,False,300.0000,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,351,2000.0000,108915.0124,100504.1513,0.0000,1975.0006,-315.2343,0.0000,106940.0118,100819.3856,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,171,2000.0000,107097.6289,101806.8859,0.0000,-1975.0006,315.2343,0.0000,109072.6295,101491.6516,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,여러 줄 문자,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,81,(0),(0),(0),,,,,,,,,,,,,,,,,,ByLayer,{\fDotum|b0|i0|c129|p50;출발},121370.4559,96912.4223,0.0000,50649.5744,{\rtf1\ansi{\fonttbl{\f0\fnil\fcharset129 System;}{\f1\fmodern\fprq2\fcharset129 \'B5\'B8\'BF\'F2;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 {\f1 \b0 \i0 \u52636?\u48156?}\par },False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,여러 줄 문자,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,81,(0),(0),(0),,,,,,,,,,,,,,,,,,ByLayer,{\fDotum|b0|i0|c129|p50;출발},120788.3141,93153.7483,0.0000,50649.5744,{\rtf1\ansi{\fonttbl{\f0\fnil\fcharset129 System;}{\f1\fmodern\fprq2\fcharset129 \'B5\'B8\'BF\'F2;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 {\f1 \b0 \i0 \u52636?\u48156?}\par },False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,폴리선,,,PAINT,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,6964.3664,,,,,,,,,,ByLayer,,,,,,,,,,,,0.0000,,,,,,,,,,False,300.0000,,,,,,,,,,,,
1,폴리선,,,PAINT,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,6953.9296,,,,,,,,,,ByLayer,,,,,,,,,,,,0.0000,,,,,,,,,,False,300.0000,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,90,500.0000,65224.3640,31192.5338,0.0000,0.0000,500.0000,0.0000,65224.3640,30692.5338,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,106834.2887,76588.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,107834.2887,78188.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,115934.2887,78188.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,129,3720.0000,81342.9413,60357.0364,0.0000,-2354.2873,2880.2311,0.0000,83697.2286,57476.8053,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,309,4150.0000,83018.5914,50722.5880,0.0000,2626.4226,-3213.1611,0.0000,80392.1687,53935.7490,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,219,4200.0000,79766.7175,48064.5217,0.0000,-3251.8739,-2658.0663,0.0000,83018.5914,50722.5880,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,129,3790.0000,74816.5582,60756.9416,0.0000,-2398.5884,2934.4290,0.0000,77215.1466,57822.5125,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,129,12960.0000,71564.6844,58098.8753,0.0000,-8202.0331,10034.3536,0.0000,79766.7175,48064.5217,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,호,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,,1586.5043,,,,,,,,,,ByLayer,,,,,,,,,,,,291134.6665,,129,,,,,80895.4349,54347.1164,0.0000,,,,,,,,,,,,,1010.0000,90
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,129,3790.0000,80113.4367,53707.9148,0.0000,-2398.5884,2934.4290,0.0000,82512.0251,50773.4857,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,39,3480.0000,82512.0251,50773.4857,0.0000,2694.4098,2202.3978,0.0000,79817.6153,48571.0880,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,309,12600.0000,79817.6153,48571.0880,0.0000,7974.1989,-9755.6216,0.0000,71843.4164,58326.7095,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,219,3480.0000,71843.4164,58326.7095,0.0000,-2694.4098,-2202.3978,0.0000,74537.8262,60529.1073,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,129,3790.0000,74537.8262,60529.1073,0.0000,-2398.5884,2934.4290,0.0000,76936.4146,57594.6783,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,호,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,,1586.5043,,,,,,,,,,ByLayer,,,,,,,,,,,,291134.6665,,219,,,,,77718.4128,58233.8799,0.0000,,,,,,,,,,,,,1010.0000,90
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,219,3790.0000,78357.6145,57451.8817,0.0000,-2934.4290,-2398.5884,0.0000,81292.0435,59850.4701,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,129,3000.0000,81292.0435,59850.4701,0.0000,-1898.6188,2322.7670,0.0000,83190.6623,57527.7031,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,39,3790.0000,81292.0435,59850.4701,0.0000,2934.4290,2398.5884,0.0000,78357.6145,57451.8817,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
